pl_name,st_spectype,sy_umagstr,sy_gmagstr,sy_rmagstr,sy_imagstr,sy_zmagstr
"Kepler-894 b",,,,,,
"Kepler-445 c",,,,,,
"Kepler-1365 c",,,,,,
"Kepler-375 c",,,,,,
"Kepler-818 b",,,,,,
"K2-33 b",,"19.5515000&plusmn;0.0460253","16.4520000&plusmn;0.0040676","14.8454000&plusmn;0.0037485","13.668100&plusmn;0.000602","12.6126000&plusmn;0.0039562"
"Kepler-1193 b",,,,,,
"Kepler-239 b",,,,,,
"Kepler-122 b",,,,,,
"Kepler-822 b",,,,,,
"Kepler-696 b",,,,,,
"Kepler-1142 b",,,,,,
"Kepler-969 b",,,,,,
"Kepler-310 c",,,,,,
"Kepler-117 c",,,,,,
"Kepler-539 b",,,,,,
"Kepler-1108 b",,,,,,
"Kepler-1301 b",,,,,,
"Kepler-925 b",,,,,,
"Kepler-1043 b",,,,,,
"Kepler-937 b",,,,,,
"Kepler-318 b",,,,,,
"Kepler-834 b",,,,,,
"Kepler-1036 b",,,,,,
"Kepler-825 c",,,,,,
"Kepler-293 c",,,,,,
"Kepler-1324 b",,,,,,
"Kepler-1063 b",,,,,,
"Kepler-211 b",,,,,,
"Kepler-1206 b",,,,,,
"Kepler-1339 b",,,,,,
"Kepler-185 b",,,,,,
"Kepler-286 e",,,,,,
"Kepler-712 b",,,,,,
"Kepler-1029 b",,,,,,
"Kepler-378 b",,,,,,
"Kepler-893 b",,,,,,
"Kepler-1281 b",,,,,,
"Kepler-198 d",,"15.5229000&plusmn;0.0046532","14.0290000&plusmn;0.0028153","13.510000&plusmn;0.003117","16.1038000&plusmn;0.0139345","13.3041000&plusmn;0.0037945"
"Kepler-465 b",,,,,,
"Kepler-250 c",,,,,,
"Kepler-1343 b",,,,,,
"Kepler-1236 b",,,,,,
"Kepler-543 b",,"16.5730000&plusmn;0.0078629","14.6664000&plusmn;0.0039699","14.8875000&plusmn;0.0103653","12.4110000&plusmn;0.0019086","13.0235000&plusmn;0.0046281"
"Kepler-234 b",,,,,,
"Kepler-722 c",,,,,,
"Kepler-224 d",,,,,,
"Kepler-1213 b",,,,,,
"Kepler-154 e",,,,,,
"Kepler-575 b",,"16.6989000&plusmn;0.0066788","15.2081000&plusmn;0.0029108","14.6596000&plusmn;0.0031517","14.4597000&plusmn;0.0031802","14.365000&plusmn;0.003834"
"Kepler-301 b",,,,,,
"Kepler-872 b",,,,,,
"Kepler-904 b",,,,,,
"Kepler-898 b",,,,,,
"Kepler-652 b",,,,,,
"Kepler-339 d",,,,,,
"Kepler-1496 b",,,,,,
"Kepler-789 b",,,,,,
"Kepler-1214 b",,,,,,
"Kepler-1398 c",,,,,,
"Kepler-775 b",,,,,,
"Kepler-806 b",,,,,,
"Kepler-24 b",,,,,,
"Kepler-289 b",,,,,,
"Kepler-1189 b",,,,,,
"Kepler-1295 b",,,,,,
"Kepler-254 d",,,,,,
"Kepler-376 b",,"15.4435000&plusmn;0.0045307","14.1804000&plusmn;0.0029458","12.5531000&plusmn;0.0023992","15.5933000&plusmn;0.0133143","13.578700&plusmn;0.004189"
"Kepler-330 c",,,,,,
"Kepler-246 b",,,,,,
"Kepler-1427 b",,,,,,
"Kepler-1568 b",,,,,,
"Kepler-192 b",,,,,,
"Kepler-986 b",,,,,,
"Kepler-80 d",,,,,,
"Kepler-330 c",,,,,,
"Kepler-262 c",,"16.1884000&plusmn;0.0060948","16.6893000&plusmn;0.0137894","15.9098000&plusmn;0.0135323","14.2677000&plusmn;0.0042439","14.1770000&plusmn;0.0047507"
"Kepler-273 b",,,,,,
"Kepler-357 b",,,,,,
"Kepler-703 b",,,,,,
"Kepler-1302 b",,,,,,
"Kepler-1573 b",,,,,,
"Kepler-1376 b",,,,,,
"Kepler-1388 e",,,,,,
"Kepler-414 c",,,,,,
"Kepler-24 c",,,,,,
"Kepler-260 c",,"16.4332000&plusmn;0.0068503","14.9118000&plusmn;0.0034831","14.8396000&plusmn;0.0101848","14.1150000&plusmn;0.0035839","14.0810000&plusmn;0.0046611"
"K2-270 b",,"16.6905000&plusmn;0.0081678","15.1251000&plusmn;0.0052321","13.5620000&plusmn;0.0024992","13.3068000&plusmn;0.0016247","13.412500&plusmn;0.005104"
"Kepler-572 b",,,,,,
"Kepler-295 d",,,,,,
"Kepler-251 c",,,,,,
"Kepler-1029 b",,,,,,
"Kepler-1092 b",,,,,,
"Kepler-1449 b",,,,,,
"Kepler-640 b",,,,,,
"Kepler-876 b",,,,,,
"Kepler-628 b",,,,,,
"Kepler-153 c",,,,,,
"Kepler-954 b",,,,,,
"Kepler-1428 b",,,,,,
"Kepler-271 d",,,,,,
"Kepler-1440 b",,,,,,
"Kepler-1455 b",,,,,,
"Kepler-1476 b",,,,,,
"Kepler-135 c",,,,,,
"Kepler-1114 b",,,,,,
"Kepler-1143 c",,"18.0050000&plusmn;0.0140908","15.9487000&plusmn;0.0031887","15.1484000&plusmn;0.0029707","14.8337000&plusmn;0.0033024","14.6770000&plusmn;0.0046994"
"Kepler-1462 b",,,,,,
"Kepler-953 c",,,,,,
"Kepler-287 c",,,,,,
"Kepler-1206 b",,,,,,
"Kepler-124 d",,,,,,
"Kepler-1293 b",,,,,,
"Kepler-80 f",,,,,,
"Kepler-1065 b",,,,,,
"Kepler-449 b",,,,,,
"Kepler-1423 b",,,,,,
"Kepler-84 e",,,,,,
"Kepler-1147 b",,,,,,
"Kepler-561 c",,,,,,
"Kepler-1337 b",,,,,,
"Kepler-986 b",,,,,,
"Kepler-135 b",,,,,,
"Kepler-1048 b",,,,,,
"Kepler-1125 b",,,,,,
"Kepler-206 b",,,,,,
"Kepler-1156 b",,,,,,
"Kepler-472 b",,,,,,
"Kepler-828 b",,,,,,
"Kepler-229 b",,,,,,
"Kepler-192 b",,,,,,
"Kepler-751 b",,,,,,
"Kepler-265 c",,,,,,
"Kepler-846 b",,,,,,
"Kepler-221 e",,,,,,
"Kepler-814 b",,,,,,
"Kepler-1233 b",,,,,,
"Kepler-963 b",,,,,,
"Kepler-465 b",,,,,,
"Kepler-1549 b",,"17.9378000&plusmn;0.0124004","15.7935000&plusmn;0.0032263","15.0594000&plusmn;0.0036555","14.8274000&plusmn;0.0039372","14.7034000&plusmn;0.0043667"
"Kepler-758 d",,,,,,
"Kepler-770 d",,"16.8262000&plusmn;0.0072578","15.1392000&plusmn;0.0029729","14.5322000&plusmn;0.0033745","14.3336000&plusmn;0.0036373","14.2444000&plusmn;0.0038675"
"Kepler-296 f",,,,,,
"HD 202696 b","K0 III-IV",,,,,
"Kepler-114 c",,,,,,
"Kepler-256 e",,,,,,
"Kepler-1159 b",,,,,,
"Kepler-240 b",,,,,,
"Kepler-371 c",,,,,,
"Kepler-150 e",,,,,,
"Kepler-797 b",,,,,,
"Kepler-1398 c",,,,,,
"Kepler-1191 b",,,,,,
"Kepler-341 d",,,,,,
"Kepler-377 b",,,,,,
"Kepler-116 c",,,,,,
"Kepler-782 b",,,,,,
"Kepler-839 b",,,,,,
"Kepler-1156 b",,,,,,
"Kepler-1048 b",,,,,,
"Kepler-155 b",,,,,,
"Kepler-265 d",,,,,,
"Kepler-1254 b",,,,,,
"Kepler-642 b",,,,,,
"Kepler-1040 b",,,,,,
"Kepler-1139 b",,"16.7974000&plusmn;0.0075756","15.0002000&plusmn;0.0032924","14.0942000&plusmn;0.0054573","14.0727000&plusmn;0.0037253","13.9627000&plusmn;0.0043235"
"Kepler-674 b",,,,,,
"Kepler-465 b",,,,,,
"Kepler-1117 b",,,,,,
"Kepler-629 b",,,,,,
"KIC 5437945 b",,,,,,
"Kepler-1457 b",,,,,,
"Kepler-758 e",,,,,,
"Kepler-1478 b",,,,,,
"Kepler-1282 b",,,,,,
"HATS-9 b",,,,,,
"Kepler-1406 b",,,,,,
"Kepler-344 c",,,,,,
"Kepler-111 c",,,,,,
"Kepler-1561 b",,,,,,
"Kepler-470 b",,,,,,
"Kepler-823 b",,,,,,
"Kepler-739 b",,,,,,
"Kepler-148 d",,,,,,
"Kepler-1480 b",,,,,,
"Kepler-1204 b",,,,,,
"Kepler-876 b",,,,,,
"Kepler-859 b",,,,,,
"Kepler-752 b",,,,,,
"Kepler-1021 b",,,,,,
"Kepler-1243 b",,,,,,
"Kepler-301 c",,,,,,
"Kepler-1275 b",,,,,,
"Kepler-184 c",,,,,,
"Kepler-728 b",,,,,,
"Kepler-1404 b",,,,,,
"Kepler-159 b",,,,,,
"Kepler-1638 b",,,,,,
"Kepler-169 c",,,,,,
"Kepler-1498 b",,,,,,
"Kepler-755 b",,,,,,
"Kepler-344 c",,,,,,
"Kepler-622 b",,"18.648600&plusmn;0.019417","15.9586000&plusmn;0.0036302","14.6588000&plusmn;0.0036772","17.1285000&plusmn;0.0168567","13.830800&plusmn;0.004282"
"Kepler-1516 b",,,,,,
"Kepler-460 c",,,,,,
"Kepler-296 c",,,,,,
"Kepler-243 c",,,,,,
"Kepler-1189 b",,,,,,
"Kepler-1063 b",,,,,,
"Kepler-1580 b",,,,,,
"Kepler-367 c",,,,,,
"Kepler-317 c",,,,,,
"Kepler-961 b",,,,,,
"Kepler-185 c",,,,,,
"Kepler-214 c",,,,,,
"Kepler-262 c",,"16.1884000&plusmn;0.0060948","16.6893000&plusmn;0.0137894","15.9098000&plusmn;0.0135323","14.2677000&plusmn;0.0042439","14.1770000&plusmn;0.0047507"
"Kepler-1325 b",,,,,,
"Kepler-219 d",,,,,,
"Kepler-1040 b",,,,,,
"Kepler-998 b",,,,,,
"Kepler-1395 b",,,,,,
"Kepler-239 c",,,,,,
"Kepler-524 c",,,,,,
"Kepler-758 c",,,,,,
"Kepler-366 c",,,,,,
"Kepler-1577 b",,,,,,
"Kepler-862 b",,,,,,
"HD 202696 c","K0 III-IV",,,,,
"Kepler-340 b",,,,,,
"NN Ser d","WD","16.0191000&plusmn;0.0052521","16.3937000&plusmn;0.0042217","16.7027000&plusmn;0.0046111","16.8794000&plusmn;0.0054707","17.025900&plusmn;0.011183"
"Kepler-815 b",,,,,,
"Kepler-319 b",,,,,,
"Kepler-1623 b",,,,,,
"Kepler-1122 b",,,,,,
"Kepler-895 b",,,,,,
"Kepler-353 b",,,,,,
"Kepler-1293 b",,,,,,
"Kepler-966 b",,,,,,
"Kepler-1247 b",,,,,,
"Kepler-1642 c",,,,,,
"Kepler-163 c",,,,,,
"Kepler-573 b",,,,,,
"Kepler-1503 b",,,,,,
"Kepler-550 b",,,,,,
"Kepler-494 b",,,,,,
"Kepler-154 d",,,,,,
"Kepler-743 b",,,,,,
"Kepler-474 b",,,,,,
"Kepler-1211 b",,,,,,
"Kepler-193 c",,,,,,
"Kepler-1464 b",,"16.0861000&plusmn;0.0057317","14.6116000&plusmn;0.0030533","14.0589000&plusmn;0.0031384","13.8735000&plusmn;0.0032003","13.7938000&plusmn;0.0040275"
"Kepler-500 b",,,,,,
"Kepler-1304 b",,"17.4686000&plusmn;0.0099492","15.6086000&plusmn;0.0032122","14.9483000&plusmn;0.0033944","14.6867000&plusmn;0.0035987","14.5432000&plusmn;0.0047079"
"Kepler-298 c",,,,,,
"Kepler-136 b",,,,,,
"Kepler-348 c",,,,,,
"Kepler-772 b",,"16.1879000&plusmn;0.0061683","14.6895000&plusmn;0.0032839","14.8048000&plusmn;0.0096647","13.8932000&plusmn;0.0034842","13.7920000&plusmn;0.0038053"
"Kepler-876 b",,,,,,
"Kepler-581 b",,,,,,
"Kepler-87 b",,,,,,
"Kepler-1033 b",,,,,,
"Kepler-781 b",,,,,,
"KOI-1599.01",,,,,,
"Kepler-918 b",,,,,,
"Kepler-737 b",,,,,,
"Kepler-1508 b",,,,,,
"Kepler-477 b",,,,,,
"Kepler-1086 c",,,,,,
"Kepler-299 c",,,,,,
"Kepler-1632 b",,,,,,
"Kepler-739 b",,,,,,
"Kepler-1554 b",,,,,,
"Kepler-1148 b",,,,,,
"Kepler-80 c",,,,,,
"Kepler-123 c",,,,,,
"Kepler-204 b",,,,,,
"Kepler-1641 b",,,,,,
"Kepler-703 b",,,,,,
"Kepler-300 b",,,,,,
"Kepler-186 c",,,,,,
"Kepler-1152 b",,,,,,
"Kepler-372 d",,,,,,
"Kepler-1562 b",,,,,,
"Kepler-267 b",,,,,,
"Kepler-124 c",,,,,,
"Kepler-354 c",,,,,,
"Kepler-489 b",,"17.0861000&plusmn;0.0091807","15.2871000&plusmn;0.0042143","15.3794000&plusmn;0.0115438","14.183700&plusmn;0.005106","13.9958000&plusmn;0.0050379"
"Kepler-1220 b",,,,,,
"Kepler-755 c",,,,,,
"Kepler-346 c",,,,,,
"Kepler-1093 b",,,,,,
"Kepler-1105 b",,,,,,
"Kepler-367 c",,,,,,
"Kepler-1019 b",,,,,,
"OGLE-TR-111 b",,,,,,
"Kepler-29 c",,,,,,
"Kepler-267 c",,,,,,
"Kepler-1174 b",,,,,,
"Kepler-1024 b",,"18.5219000&plusmn;0.0183977","16.6632000&plusmn;0.0038527","15.9662000&plusmn;0.0035777","15.7290000&plusmn;0.0038528","15.567400&plusmn;0.005902"
"Kepler-753 b",,"18.2427000&plusmn;0.0164027","15.638800&plusmn;0.003345","14.4342000&plusmn;0.0029531","13.9923000&plusmn;0.0030441","13.7227000&plusmn;0.0038241"
"OGLE-TR-111 b",,,,,,
"Kepler-42 c",,,,,,
"Kepler-1495 b",,,,,,
"Kepler-1022 b",,,,,,
"Kepler-1127 b",,,,,,
"Kepler-179 b",,,,,,
"Kepler-1284 b",,,,,,
"Kepler-931 b",,,,,,
"Kepler-284 c",,,,,,
"Kepler-922 b",,,,,,
"Kepler-194 b",,,,,,
"Kepler-336 d",,,,,,
"Kepler-1217 b",,,,,,
"Kepler-301 d",,,,,,
"Kepler-1020 b",,,,,,
"Kepler-1167 b",,,,,,
"Kepler-1293 b",,,,,,
"Kepler-188 b",,,,,,
"Kepler-508 b",,,,,,
"Kepler-401 b",,,,,,
"Kepler-578 b",,"16.7929000&plusmn;0.0078957","14.9823000&plusmn;0.0030457","14.3157000&plusmn;0.0030667","14.099400&plusmn;0.003273","14.0056000&plusmn;0.0039199"
"Kepler-157 b",,"15.8161000&plusmn;0.0052361","14.4421000&plusmn;0.0028484","13.9788000&plusmn;0.0028292","13.8306000&plusmn;0.0028707","13.7869000&plusmn;0.0035261"
"Kepler-1199 b",,,,,,
"Kepler-215 b",,,,,,
"Kepler-1324 b",,,,,,
"Kepler-1597 b",,,,,,
"Kepler-962 b",,,,,,
"Kepler-1320 b",,,,,,
"Kepler-313 c",,,,,,
"Kepler-902 b",,,,,,
"Kepler-577 b",,,,,,
"Kepler-874 b",,,,,,
"Kepler-246 b",,,,,,
"Kepler-580 b",,"18.6492000&plusmn;0.0198844","16.1402000&plusmn;0.0038213","14.9160000&plusmn;0.0028445","14.4551000&plusmn;0.0029746","14.1844000&plusmn;0.0044513"
"Kepler-136 b",,,,,,
"Kepler-1054 b",,,,,,
"Kepler-1243 b",,,,,,
"Kepler-143 b",,,,,,
"Kepler-1524 b",,,,,,
"Kepler-154 f",,,,,,
"Kepler-159 c","M0 V",,,,,
"Kepler-955 b",,,,,,
"Kepler-83 c",,,,,,
"Kepler-804 b",,,,,,
"Kepler-262 b",,"16.1884000&plusmn;0.0060948","16.6893000&plusmn;0.0137894","15.9098000&plusmn;0.0135323","14.2677000&plusmn;0.0042439","14.1770000&plusmn;0.0047507"
"Kepler-1455 b",,,,,,
"Kepler-951 b",,"17.6192000&plusmn;0.0112526","15.3420000&plusmn;0.0031711","14.4265000&plusmn;0.0032439","14.0954000&plusmn;0.0037642","13.937800&plusmn;0.003717"
"Kepler-1403 b",,,,,,
"Kepler-1519 b",,,,,,
"Kepler-150 c",,,,,,
"Kepler-990 c",,,,,,
"Kepler-1149 b",,,,,,
"Kepler-390 c",,,,,,
"Kepler-806 b",,,,,,
"Kepler-149 c",,"16.4559000&plusmn;0.0061174","14.6028000&plusmn;0.0029463","13.9211000&plusmn;0.0032759","13.7562000&plusmn;0.0035344","13.6369000&plusmn;0.0034901"
"Kepler-124 c",,,,,,
"Kepler-535 b",,,,,,
"Kepler-680 b",,,,,,
"Kepler-331 b",,,,,,
"Kepler-176 e",,,,,,
"Kepler-1116 b",,,,,,
"Kepler-838 b",,,,,,
"Kepler-770 b",,"16.8262000&plusmn;0.0072578","15.1392000&plusmn;0.0029729","14.5322000&plusmn;0.0033745","14.3336000&plusmn;0.0036373","14.2444000&plusmn;0.0038675"
"Kepler-1505 b",,,,,,
"Kepler-946 b",,,,,,
"Kepler-1136 b",,,,,,
"Kepler-240 c",,,,,,
"Kepler-1465 b",,,,,,
"Kepler-1420 b",,,,,,
"Kepler-1427 b",,,,,,
"Kepler-288 c",,"17.0466000&plusmn;0.0089288","15.6337000&plusmn;0.0031307","15.0933000&plusmn;0.0033426","14.8963000&plusmn;0.0034379","14.806800&plusmn;0.004559"
"Kepler-797 b",,,,,,
"Kepler-119 c",,,,,,
"Kepler-467 b",,"14.8265000&plusmn;0.0050972","12.9737000&plusmn;0.0014784","12.442000&plusmn;0.001314","12.3051000&plusmn;0.0013538","13.0777000&plusmn;0.0061062"
"Kepler-152 c",,,,,,
"Kepler-372 c",,,,,,
"Kepler-285 c",,,,,,
"Kepler-69 c","G4 V",,,,,
"Kepler-341 e",,,,,,
"Kepler-753 b",,"18.2427000&plusmn;0.0164027","15.638800&plusmn;0.003345","14.4342000&plusmn;0.0029531","13.9923000&plusmn;0.0030441","13.7227000&plusmn;0.0038241"
"Kepler-757 b",,,,,,
"Kepler-1214 b",,,,,,
"Kepler-837 b",,,,,,
"Kepler-1313 b",,,,,,
"Kepler-392 c",,,,,,
"Kepler-1208 b",,,,,,
"Kepler-303 c",,,,,,
"Kepler-815 b",,,,,,
"Kepler-1299 b",,,,,,
"Kepler-380 c",,,,,,
"Kepler-208 d",,,,,,
"Kepler-1542 c",,,,,,
"Kepler-1532 b",,,,,,
"Kepler-1576 b",,,,,,
"Kepler-513 b",,,,,,
"Kepler-868 b",,,,,,
"Kepler-293 c",,,,,,
"Kepler-1411 b",,,,,,
"Kepler-769 c",,,,,,
"Kepler-850 b",,,,,,
"Kepler-1563 b",,,,,,
"Kepler-296 e",,,,,,
"Kepler-1148 b",,,,,,
"Kepler-180 b",,,,,,
"Kepler-1326 b",,,,,,
"Kepler-136 c",,,,,,
"Kepler-211 b",,,,,,
"K2-279 b",,,,,,
"Kepler-257 b",,,,,,
"Kepler-539 b",,,,,,
"Kepler-1522 b",,,,,,
"Kepler-348 b",,,,,,
"Kepler-636 b",,,,,,
"Kepler-185 c",,,,,,
"Kepler-227 c",,,,,,
"Kepler-247 d",,,,,,
"Kepler-1009 b",,,,,,
"Kepler-253 d",,,,,,
"Kepler-1201 b",,,,,,
"Kepler-1314 b",,,,,,
"Kepler-834 b",,,,,,
"Kepler-198 b",,"15.5229000&plusmn;0.0046532","14.0290000&plusmn;0.0028153","13.510000&plusmn;0.003117","16.1038000&plusmn;0.0139345","13.3041000&plusmn;0.0037945"
"Kepler-1186 b",,,,,,
"Kepler-1119 b",,,,,,
"Kepler-256 c",,,,,,
"Kepler-1041 b",,,,,,
"Kepler-1384 b",,,,,,
"Kepler-241 b",,,,,,
"Kepler-869 b",,,,,,
"Kepler-356 b",,"15.1396000&plusmn;0.0053606","14.6274000&plusmn;0.0065399","13.0849000&plusmn;0.0017654","14.4178000&plusmn;0.0106373","13.5573000&plusmn;0.0056004"
"Kepler-1359 b",,,,,,
"Kepler-356 b",,"15.1396000&plusmn;0.0053606","14.6274000&plusmn;0.0065399","13.0849000&plusmn;0.0017654","14.4178000&plusmn;0.0106373","13.5573000&plusmn;0.0056004"
"Kepler-231 b",,,,,,
"Kepler-122 f",,,,,,
"Kepler-123 b",,,,,,
"Kepler-1154 c",,,,,,
"Kepler-588 b",,,,,,
"Kepler-382 b",,,,,,
"Kepler-256 c",,,,,,
"Kepler-853 b",,,,,,
"Kepler-1388 c",,,,,,
"Kepler-1245 c",,,,,,
"Kepler-42 d",,,,,,
"Kepler-191 c",,,,,,
"Kepler-1397 b",,,,,,
"Kepler-1342 b",,,,,,
"Kepler-1135 b",,,,,,
"Kepler-1400 b",,,,,,
"Kepler-1456 b",,,,,,
"Kepler-1493 b",,,,,,
"Kepler-755 b",,,,,,
"Kepler-326 b",,,,,,
"Kepler-474 b",,,,,,
"Kepler-1332 b",,,,,,
"Kepler-1345 b",,,,,,
"Kepler-676 b",,,,,,
"Kepler-357 c",,,,,,
"Kepler-452 b","G2",,,,,
"OGLE-TR-182 b",,,,,,
"Kepler-39 b",,,,,,
"Kepler-1036 b",,,,,,
"Kepler-263 b",,"17.9565000&plusmn;0.0125466","16.0900000&plusmn;0.0033266","15.3685000&plusmn;0.0035316","15.1046000&plusmn;0.0035805","14.9785000&plusmn;0.0046952"
"Kepler-208 b",,,,,,
"Kepler-969 b",,,,,,
"Kepler-562 b",,,,,,
"Kepler-340 c",,,,,,
"Kepler-1336 c",,,,,,
"Kepler-484 b",,,,,,
"Kepler-219 b",,,,,,
"Kepler-827 b",,,,,,
"Kepler-649 b",,,,,,
"Kepler-317 b",,,,,,
"Kepler-966 b",,,,,,
"Kepler-1640 b",,,,,,
"Kepler-639 b",,,,,,
"Kepler-591 b",,,,,,
"Kepler-286 e",,,,,,
"Kepler-1096 b",,,,,,
"Kepler-1635 b",,,,,,
"Kepler-1103 b",,,,,,
"Kepler-1498 b",,,,,,
"Kepler-306 b",,,,,,
"Kepler-257 c",,,,,,
"Kepler-268 c",,"15.6097000&plusmn;0.0051933","14.4736000&plusmn;0.0037165","14.8699000&plusmn;0.0101619","13.9001000&plusmn;0.0038006","13.9223000&plusmn;0.0050486"
"Kepler-1496 b",,,,,,
"Kepler-1543 b",,,,,,
"Kepler-1507 b",,,,,,
"Kepler-143 b",,,,,,
"Kepler-1561 b",,,,,,
"Kepler-1355 b",,,,,,
"Kepler-384 c",,,,,,
"Kepler-256 b",,,,,,
"Kepler-578 b",,"16.7929000&plusmn;0.0078957","14.9823000&plusmn;0.0030457","14.3157000&plusmn;0.0030667","14.099400&plusmn;0.003273","14.0056000&plusmn;0.0039199"
"Kepler-1574 b",,,,,,
"Kepler-357 c",,,,,,
"Kepler-812 b",,,,,,
"Kepler-357 b",,,,,,
"Kepler-1519 b",,,,,,
"Kepler-1254 d",,,,,,
"Kepler-902 b",,,,,,
"Kepler-146 c",,,,,,
"Kepler-859 b",,,,,,
"Kepler-224 b",,,,,,
"Kepler-1086 b",,,,,,
"Kepler-884 b",,,,,,
"Kepler-567 b",,,,,,
"Kepler-540 b",,,,,,
"Kepler-306 c",,,,,,
"Kepler-1469 b",,,,,,
"Kepler-1243 b",,,,,,
"Kepler-1385 b",,,,,,
"Kepler-1088 b",,,,,,
"Kepler-1264 b",,,,,,
"Kepler-174 c",,,,,,
"Kepler-1257 b",,,,,,
"Kepler-1022 b",,,,,,
"Kepler-1578 b",,,,,,
"Kepler-159 b",,,,,,
"Kepler-263 b",,"17.9565000&plusmn;0.0125466","16.0900000&plusmn;0.0033266","15.3685000&plusmn;0.0035316","15.1046000&plusmn;0.0035805","14.9785000&plusmn;0.0046952"
"Kepler-350 d",,"15.6513000&plusmn;0.0054027","14.2992000&plusmn;0.0032002","13.7507000&plusmn;0.0062731","16.3381000&plusmn;0.0158229","13.7264000&plusmn;0.0051856"
"Kepler-192 d",,,,,,
"Kepler-135 c",,,,,,
"Kepler-1502 b",,,,,,
"Kepler-660 b",,,,,,
"Kepler-398 d",,,,,,
"Kepler-1340 b",,,,,,
"Kepler-894 b",,,,,,
"Kepler-154 e",,,,,,
"Kepler-661 b",,,,,,
"Kepler-262 b",,"16.1884000&plusmn;0.0060948","16.6893000&plusmn;0.0137894","15.9098000&plusmn;0.0135323","14.2677000&plusmn;0.0042439","14.1770000&plusmn;0.0047507"
"Kepler-226 b",,,,,,
"Kepler-1216 b",,,,,,
"Kepler-219 b",,,,,,
"Kepler-1419 b",,,,,,
"Kepler-1307 b",,,,,,
"Kepler-402 c",,,,,,
"Kepler-1572 b",,,,,,
"Kepler-327 d",,,,,,
"Kepler-658 b",,,,,,
"Kepler-634 b",,,,,,
"Kepler-168 b",,,,,,
"Kepler-147 b",,"15.7373000&plusmn;0.0049133","14.3928000&plusmn;0.0029013","13.8810000&plusmn;0.0029399","16.8578000&plusmn;0.0162992","13.6247000&plusmn;0.0036556"
"Kepler-304 e",,,,,,
"Kepler-1074 b",,,,,,
"Kepler-1359 b",,,,,,
"Kepler-1258 b",,,,,,
"Kepler-329 b",,,,,,
"Kepler-1100 b",,,,,,
"Kepler-186 e",,,,,,
"Kepler-260 c",,"16.4332000&plusmn;0.0068503","14.9118000&plusmn;0.0034831","14.8396000&plusmn;0.0101848","14.1150000&plusmn;0.0035839","14.0810000&plusmn;0.0046611"
"Kepler-270 c",,,,,,
"Kepler-669 b",,,,,,
"Kepler-648 b",,,,,,
"Kepler-268 b",,"15.6097000&plusmn;0.0051933","14.4736000&plusmn;0.0037165","14.8699000&plusmn;0.0101619","13.9001000&plusmn;0.0038006","13.9223000&plusmn;0.0050486"
"Kepler-228 b",,,,,,
"Kepler-31 d",,,,,,
"Kepler-955 b",,,,,,
"Kepler-1608 b",,,,,,
"Kepler-1177 b",,,,,,
"Kepler-79 c",,,,,,
"Kepler-244 b",,,,,,
"Kepler-359 b",,,,,,
"Kepler-351 d",,,,,,
"Kepler-239 b",,,,,,
"Kepler-1157 b",,,,,,
"Kepler-1287 b",,,,,,
"K2-270 c",,"16.6905000&plusmn;0.0081678","15.1251000&plusmn;0.0052321","13.5620000&plusmn;0.0024992","13.3068000&plusmn;0.0016247","13.412500&plusmn;0.005104"
"Kepler-888 b",,,,,,
"Kepler-1010 b",,,,,,
"Kepler-166 d",,,,,,
"Kepler-349 b",,,,,,
"Kepler-258 c",,,,,,
"Kepler-758 e",,,,,,
"Kepler-1032 b",,,,,,
"Kepler-271 b",,,,,,
"Kepler-553 c",,,,,,
"Kepler-942 b",,,,,,
"Kepler-661 b",,,,,,
"Kepler-321 b",,,,,,
"Kepler-1566 b",,"16.834800&plusmn;0.008711","15.4281000&plusmn;0.0048778","14.4541000&plusmn;0.0029509","14.4799000&plusmn;0.0061041","14.1009000&plusmn;0.0054151"
"Kepler-1252 b",,,,,,
"Kepler-849 b",,,,,,
"Kepler-1532 b",,,,,,
"Kepler-520 c",,,,,,
"Kepler-1333 b",,,,,,
"Kepler-1102 b",,,,,,
"Kepler-186 f",,,,,,
"Kepler-609 b",,,,,,
"Kepler-1361 b",,,,,,
"Kepler-541 b",,,,,,
"Kepler-241 b",,,,,,
"Kepler-551 b",,,,,,
"Kepler-521 b",,,,,,
"Kepler-162 c",,,,,,
"Kepler-355 b",,,,,,
"Kepler-163 c",,,,,,
"Kepler-481 b",,,,,,
"Kepler-1374 b",,,,,,
"Kepler-1585 b",,,,,,
"Kepler-646 b",,,,,,
"KOI-3680 b",,,,,,
"Kepler-294 b",,,,,,
"Kepler-1239 b",,,,,,
"Kepler-397 b",,,,,,
"Kepler-1047 b",,,,,,
"Kepler-1111 b",,,,,,
"Kepler-341 c",,,,,,
"Kepler-1244 b",,,,,,
"Kepler-252 b",,,,,,
"Kepler-957 b",,,,,,
"Kepler-195 c",,,,,,
"Kepler-384 b",,,,,,
"Kepler-554 b",,,,,,
"Kepler-204 b",,,,,,
"Kepler-279 d",,,,,,
"Kepler-547 b",,,,,,
"Kepler-275 c",,,,,,
"Kepler-1116 b",,,,,,
"Kepler-292 f",,,,,,
"Kepler-304 e",,,,,,
"Kepler-341 c",,,,,,
"Kepler-330 c",,,,,,
"Kepler-1133 b",,,,,,
"Kepler-797 b",,,,,,
"Kepler-1438 b",,,,,,
"Kepler-246 c",,,,,,
"Kepler-1122 b",,,,,,
"Kepler-1590 b",,,,,,
